Status,Exercise Display / Reference Name ,YouTube URL,Vimeo URL,Figure Icon ,Thumbnail,Coach,Assigned,Type,Tracking Fields,Per Side Info,Equipment,Muscle Groups,Tags / Target Areas,Description / Instructions,How To Perform 1,How To Perform 2,How To Perform 3,How To Perform 4
Complete,Seated Cable Crunch ,,https://vimeo.com/manage/videos/413798195/af58923328,Completed,Completed,DANNY,,Strength,Repetitions with Weight,None,Cable Machine,Abdominals,"Core, Strength, Conditioning, Abs","A cable machine-based strength exercise targeting the core, abs.","Set up for Seated Cable Crunch with proper form. Ensure your grip, stance, and alignment are correct before starting.",Execute the movement through a full range of motion with control. Focus on the target muscles and avoid compensating with momentum.,Return to the starting position under control. Do not rush the eccentric (lowering) phase.,
Complete,Seated Cable Good Mornings ,,https://vimeo.com/manage/videos/413798788/d3b481f9c5,Completed,Completed,DANNY,,Stretching,Duration,None,Cable Machine,"Hamstrings, Hip Flexors","Stretching, Hamstrings, Flexibility, Hips ,Mobility","A stretching exercise targeting the hamstrings, hips, improving flexibility and range of motion through controlled movement.",Get into the starting position for Seated Cable Good Mornings. Ensure your body is properly aligned before beginning the stretch.,Move into the stretch slowly and with control. Breathe deeply and allow the muscles to release. Do not bounce or force the range.,Hold the end position for the prescribed duration. Release slowly and repeat on the other side if applicable.,
Complete,Seated Cable Row ,,https://vimeo.com/manage/videos/413798104/464ce2ba72,Completed,Completed,DANNY,,Strength,Repetitions with Weight,None,Cable Machine,"Erector Spinae, Rhomboids","Back, Upper Back, Row, Strength, Conditioning, Spine ","A cable machine-based strength exercise targeting the back, upper back, row.","Set up for Seated Cable Row with proper form. Ensure your grip, stance, and alignment are correct before starting.",Execute the movement through a full range of motion with control. Focus on the target muscles and avoid compensating with momentum.,Return to the starting position under control. Do not rush the eccentric (lowering) phase.,
Complete,Seated Dumbbell External Rotations,,https://vimeo.com/765466476/a738878606,Completed,Completed,DANNY,,Mobility,Repetitions,None,Dumbbells,"Deltoids, Rotator Cuff","Upper Body, Mobility , Shoulder, External Rotation ","A mobility exercise targeting the shoulder, external rotation, building controlled range of motion and joint health.",Set up in the starting position for Seated Dumbbell External Rotations. Ensure proper alignment and brace your core lightly.,"Move through the full range of motion with control. Focus on owning every part of the movement, not just the end range.",Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
Complete,Seated Good Mornings,,https://vimeo.com/765466512/927db9d8be,Completed,Completed,DANNY,,Mobility,Repetitions,None,None,"Hamstrings, Hip Flexors, Quadriceps","Lower Body, Mobility, Hips, Quads, Hip Flexors, Flexion, Rotation","A mobility exercise targeting the hips, quads, hip flexors, building controlled range of motion and joint health.",Set up in the starting position for Seated Good Mornings. Ensure proper alignment and brace your core lightly.,"Move through the full range of motion with control. Focus on owning every part of the movement, not just the end range.",Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
Complete,Seated Lateral Raises (Middle to Top),,https://vimeo.com/769835165,Completed,Completed,DANNY,,Strength,Repetitions,None,None,"Deltoids, Rhomboids","Upper Body, Strength , Deltoids  , Shoulders , Upper Back ","A strength exercise targeting the deltoids, shoulders, upper back.","Set up for Seated Lateral Raises (Middle to Top) with proper form. Ensure your grip, stance, and alignment are correct before starting.",Execute the movement through a full range of motion with control. Focus on the target muscles and avoid compensating with momentum.,Return to the starting position under control. Do not rush the eccentric (lowering) phase.,
Complete,Seated Pike Single Leg Lift ,,https://vimeo.com/765466493/079079160f,Completed,Completed,DANNY,,Mobility,Repetitions,Per Leg,None,"Hip Flexors, Quadriceps","Lower Body, Mobility, Hips, Quads, Hip Flexors, Flexion","A mobility exercise targeting the hips, quads, hip flexors, building controlled range of motion and joint health.",Set up in the starting position for Seated Pike Single Leg Lift. Ensure proper alignment and brace your core lightly.,"Move through the full range of motion with control. Focus on owning every part of the movement, not just the end range.",Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
Complete,Seated QL Stretch ,,https://vimeo.com/779969406/bb4b9761ce,Completed,Completed,DANNY,,Stretching,Duration,None,None,Erector Spinae,"Upper Body, Mobility, Stretch, Lower Back , Back , Flexibility ,Spine","A stretching exercise targeting the stretch, lower back, back, improving flexibility and range of motion through controlled movement.",Get into the starting position for Seated QL Stretch. Ensure your body is properly aligned before beginning the stretch.,Move into the stretch slowly and with control. Breathe deeply and allow the muscles to release. Do not bounce or force the range.,Hold the end position for the prescribed duration. Release slowly and repeat on the other side if applicable.,
Complete,Seated Shoulder Press - Dumbbells ,,https://vimeo.com/769829635,Completed,Completed,DANNY,,Strength,Repetitions with Weight,None,Dumbbells,Deltoids,"Upper Body, Strength , Arms , Shoulders ","A dumbbells-based strength exercise targeting the arms, shoulders.","Set up for Seated Shoulder Press - Dumbbells with proper form. Ensure your grip, stance, and alignment are correct before starting.",Execute the movement through a full range of motion with control. Focus on the target muscles and avoid compensating with momentum.,Return to the starting position under control. Do not rush the eccentric (lowering) phase.,
Complete,Seated Straddle Hold on Floor / Blocks ,,https://vimeo.com/manage/videos/413783104/f5240ceb20,Completed,Completed,DANNY,,Bodyweight,Duration,None,None,Abdominals,"Handstand Press, Core, Strength, Mobility, GST, leg lifts","A bodyweight exercise focusing on core, gst, leg lifts, building strength and control without external load.",Set up for Seated Straddle Hold on Floor / Blocks. Establish proper hand or foot placement and engage your core before starting.,Execute the movement with full body tension. Quality of each repetition matters more than speed.,Return to the starting position with control. Reset your position if needed before the next rep.,
Complete,"Seated Straddle Hold, Half to Full on Parallettes ",,https://vimeo.com/manage/videos/413783212/4dca7d9f5d,Completed,Completed,DANNY,,Bodyweight,Duration,None,None,Abdominals,"Handstand Press, Core, Strength, Mobility, GST, leg lifts","A bodyweight exercise focusing on core, gst, leg lifts, building strength and control without external load.","Set up for Seated Straddle Hold, Half to Full on Parallettes. Establish proper hand or foot placement and engage your core before starting.",Execute the movement with full body tension. Quality of each repetition matters more than speed.,Return to the starting position with control. Reset your position if needed before the next rep.,
Complete,Seated Straddle Leg Lifts ,,https://vimeo.com/765466549/d7a6a1a8cf,Completed,Completed,DANNY,,Mobility,Repetitions,None,None,"Hip Flexors, Quadriceps","Lower Body, Mobility, Hips, Quads, Hip Flexors, Flexion","A mobility exercise targeting the hips, quads, hip flexors, building controlled range of motion and joint health.",Set up in the starting position for Seated Straddle Leg Lifts. Ensure proper alignment and brace your core lightly.,"Move through the full range of motion with control. Focus on owning every part of the movement, not just the end range.",Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
Complete,Seated Straddle Reaches ,,https://vimeo.com/776726350,Completed,Completed,DANNY,,Mobility,Repetitions,None,None,"Hamstrings, Hip Flexors","Lower Body, Mobility, Hamstrings, Flexibility, Hips","A mobility exercise targeting the hamstrings, hips, building controlled range of motion and joint health.",Set up in the starting position for Seated Straddle Reaches. Ensure proper alignment and brace your core lightly.,"Move through the full range of motion with control. Focus on owning every part of the movement, not just the end range.",Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
Complete,Seated tricep extension dumbell,,https://vimeo.com/771322147/1bcf8a524d,Completed,Completed,DANNY,,Strength,Repetitions,None,None,Triceps,"Upper Body, Strength, Bent Arm Strength, Triceps , Arms","A strength exercise targeting the bent arm strength, triceps, arms.","Set up for Seated tricep extension dumbell with proper form. Ensure your grip, stance, and alignment are correct before starting.",Execute the movement through a full range of motion with control. Focus on the target muscles and avoid compensating with momentum.,Return to the starting position under control. Do not rush the eccentric (lowering) phase.,
Complete,Seiza Squat ,,https://vimeo.com/779998170,Completed,Completed,DANNY,,Strength,Repetitions,None,None,"Quadriceps, Tibialis Anterior","Lower Body, Mobility, Flexibility, Legs, Toes , Stretch ,Ankles","A strength exercise targeting the legs, toes, stretch.","Set up for Seiza Squat with proper form. Ensure your grip, stance, and alignment are correct before starting.",Execute the movement through a full range of motion with control. Focus on the target muscles and avoid compensating with momentum.,Return to the starting position under control. Do not rush the eccentric (lowering) phase.,
Complete,Shoulder Capsule Stretch ,,https://vimeo.com/manage/videos/413792374,Completed,Completed,DANNY,,Stretching,Duration,None,None,Deltoids,"Upper Body, Stretch, Shoulders, Flexibility ","A stretching exercise targeting the stretch, shoulders, improving flexibility and range of motion through controlled movement.",Get into the starting position for Shoulder Capsule Stretch. Ensure your body is properly aligned before beginning the stretch.,Move into the stretch slowly and with control. Breathe deeply and allow the muscles to release. Do not bounce or force the range.,Hold the end position for the prescribed duration. Release slowly and repeat on the other side if applicable.,
Complete,Shoulder Capsule Stretch - Sitting,,https://vimeo.com/779969575/dcce789bf0,Completed,Completed,DANNY,,Stretching,Duration,None,None,Deltoids,"Upper Body, Mobility, Flexibility, Shoulders, ","A stretching exercise targeting the shoulders, improving flexibility and range of motion through controlled movement.",Get into the starting position for Shoulder Capsule Stretch - Sitting. Ensure your body is properly aligned before beginning the stretch.,Move into the stretch slowly and with control. Breathe deeply and allow the muscles to release. Do not bounce or force the range.,Hold the end position for the prescribed duration. Release slowly and repeat on the other side if applicable.,
Complete,Shoulder Dislocates,,https://vimeo.com/969510363,Completed,Completed,DANNY,,Mobility,Repetitions,None,None,"Deltoids, Rotator Cuff","Upper Body, Shoulders, Rotation, Internal Rotation, Flexibility, Mobility","A mobility exercise targeting the shoulders, rotation, internal rotation, building controlled range of motion and joint health.",Set up in the starting position for Shoulder Dislocates. Ensure proper alignment and brace your core lightly.,"Move through the full range of motion with control. Focus on owning every part of the movement, not just the end range.",Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
Complete,Shoulder Extension Arm Raises ,,https://vimeo.com/767342779,Completed,Completed,DANNY,,Strength,Repetitions,None,None,Deltoids,"Upper Body, Mobility , Shoulder, Stability , Extension","A strength exercise targeting the shoulder, stability, extension.","Set up for Shoulder Extension Arm Raises with proper form. Ensure your grip, stance, and alignment are correct before starting.",Execute the movement through a full range of motion with control. Focus on the target muscles and avoid compensating with momentum.,Return to the starting position under control. Do not rush the eccentric (lowering) phase.,
Complete,Shoulder Extension Standing Pike ,,https://vimeo.com/manage/videos/413773810/91a41c6d76,Completed,Completed,DANNY,,Mobility,Repetitions,None,None,Deltoids,"Upper Body, Shoulders, Rotation, Shoulder Extension, Flexibility, Mobility","A mobility exercise targeting the shoulders, rotation, shoulder extension, building controlled range of motion and joint health.",Set up in the starting position for Shoulder Extension Standing Pike. Ensure proper alignment and brace your core lightly.,"Move through the full range of motion with control. Focus on owning every part of the movement, not just the end range.",Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
Complete,Shoulder Flexion - Child's Pose,,https://vimeo.com/manage/videos/413773531/bb738e9f46,Completed,Completed,DANNY,,Mobility,Repetitions,None,None,Deltoids,"Upper Body, Shoulders, Rotation, Shoulder Flexion, Flexibility, Mobility","A mobility exercise targeting the shoulders, rotation, shoulder flexion, building controlled range of motion and joint health.",Set up in the starting position for Shoulder Flexion - Child's Pose. Ensure proper alignment and brace your core lightly.,"Move through the full range of motion with control. Focus on owning every part of the movement, not just the end range.",Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
Complete,Shoulder Flexion - single arm - childs pose ,,https://vimeo.com/manage/videos/413773186/525e15e688,Completed,Completed,DANNY,,Mobility,Repetitions,Per Side,None,Deltoids,"Upper Body, Shoulders, Rotation, Shoulder Flexion, Flexibility, Mobility","A mobility exercise targeting the shoulders, rotation, shoulder flexion, building controlled range of motion and joint health.",Set up in the starting position for Shoulder Flexion - single arm - childs pose. Ensure proper alignment and brace your core lightly.,"Move through the full range of motion with control. Focus on owning every part of the movement, not just the end range.",Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
Complete,Shoulder Flossing,,https://vimeo.com/768739678,Completed,Completed,DANNY,,Stretching,Duration,None,None,"Deltoids, Trapezius","Upper Body, Mobility, Strength, Rotation, Shoulders, Traps, Rhomboids, Warm Up","A stretching exercise targeting the rotation, shoulders, traps, improving flexibility and range of motion through controlled movement.",Get into the starting position for Shoulder Flossing. Ensure your body is properly aligned before beginning the stretch.,Move into the stretch slowly and with control. Breathe deeply and allow the muscles to release. Do not bounce or force the range.,Hold the end position for the prescribed duration. Release slowly and repeat on the other side if applicable.,
Complete,Shoulder Inlocates,,https://vimeo.com/manage/videos/413772969,Completed,Completed,DANNY,,Mobility,Repetitions,None,None,"Deltoids, Rotator Cuff","Upper Body, Shoulders, Rotation, Internal Rotation, Flexibility, Mobility","A mobility exercise targeting the shoulders, rotation, internal rotation, building controlled range of motion and joint health.",Set up in the starting position for Shoulder Inlocates. Ensure proper alignment and brace your core lightly.,"Move through the full range of motion with control. Focus on owning every part of the movement, not just the end range.",Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
Complete,Shoulder Internal Rotations - Banded ,,https://vimeo.com/manage/videos/413772541/79fbeb22d4,Completed,Completed,DANNY,,Mobility,Repetitions,None,Resistance Band,"Deltoids, Rotator Cuff","Upper Body, Shoulders, Rotation, Internal Rotation, Flexibility, Mobility","A mobility exercise targeting the shoulders, rotation, internal rotation, building controlled range of motion and joint health.",Set up in the starting position for Shoulder Internal Rotations - Banded. Ensure proper alignment and brace your core lightly.,"Move through the full range of motion with control. Focus on owning every part of the movement, not just the end range.",Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
Complete,Shoulder Press - Landmine ,,https://vimeo.com/781362348,Completed,Completed,DANNY,,Strength,Repetitions,None,None,"Deltoids, Rhomboids, Abdominals","Upper Body, Strength, Shoulders, Stability, Upper Back , Core","A strength exercise targeting the shoulders, stability, upper back.","Set up for Shoulder Press - Landmine with proper form. Ensure your grip, stance, and alignment are correct before starting.",Execute the movement through a full range of motion with control. Focus on the target muscles and avoid compensating with momentum.,Return to the starting position under control. Do not rush the eccentric (lowering) phase.,
Complete,Shoulder Retractions Banded ,,https://vimeo.com/765466570/403c347199,Completed,Completed,DANNY,,Mobility,Repetitions,None,Resistance Band,Deltoids,"Upper Body, Mobility , Shoulder, retraction","A mobility exercise targeting the shoulder, retraction, building controlled range of motion and joint health.",Set up in the starting position for Shoulder Retractions Banded. Ensure proper alignment and brace your core lightly.,"Move through the full range of motion with control. Focus on owning every part of the movement, not just the end range.",Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
Complete,Shoulder Series,,https://vimeo.com/776005401,Completed,Completed,DANNY,,Mobility,Repetitions,None,None,Deltoids,"Upper Body, Mobility, Flexibility, Shoulders, Banded Workout","A mobility exercise targeting the shoulders, banded workout, building controlled range of motion and joint health.",Set up in the starting position for Shoulder Series. Ensure proper alignment and brace your core lightly.,"Move through the full range of motion with control. Focus on owning every part of the movement, not just the end range.",Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
Complete,Shoulder Stability Plank ,,https://vimeo.com/776726667,Completed,Completed,DANNY,,Mobility,Duration,None,None,"Deltoids, Abdominals","Upper Body, Mobility, Flexibility, Shoulders, Core","A mobility exercise targeting the shoulders, core, building controlled range of motion and joint health.",Set up in the starting position for Shoulder Stability Plank. Ensure proper alignment and brace your core lightly.,"Move through the full range of motion with control. Focus on owning every part of the movement, not just the end range.",Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
Complete,Shoulder Taps - Half Handstand ,,https://vimeo.com/manage/videos/413787007/a3efb0cf3e,Completed,Completed,DANNY,,Bodyweight,Repetitions,None,None,Deltoids,"Handstands, Upper Body, Alignment, Technique, Endurance, Shoulders, Stability","A handstand progression exercise building the strength, alignment, and body awareness required for freestanding handstands.",Set up for Shoulder Taps - Half Handstand. Establish proper hand or foot placement and engage your core before starting.,Execute the movement with full body tension. Quality of each repetition matters more than speed.,Return to the starting position with control. Reset your position if needed before the next rep.,
Complete,Shoulder Taps - Handstand ,,https://vimeo.com/manage/videos/413787150/6d9b5b1fe8,Completed,Completed,DANNY,,Bodyweight,Repetitions,None,None,Deltoids,"Handstands, Upper Body, Alignment, Technique, Endurance, Shoulders, Stability","A handstand progression exercise building the strength, alignment, and body awareness required for freestanding handstands.",Set up for Shoulder Taps - Handstand. Establish proper hand or foot placement and engage your core before starting.,Execute the movement with full body tension. Quality of each repetition matters more than speed.,Return to the starting position with control. Reset your position if needed before the next rep.,
Complete,Shoulder Taps - Plank ,,https://vimeo.com/manage/videos/413786841/39480d6bd0,Completed,Completed,DANNY,,Bodyweight,Duration,None,None,"Abdominals, Deltoids","Plank, Core, Full Body, Strength, Conditioning, Shoulders, Stability","A bodyweight exercise focusing on plank, core, shoulders, building strength and control without external load.",Set up for Shoulder Taps - Plank. Establish proper hand or foot placement and engage your core before starting.,Execute the movement with full body tension. Quality of each repetition matters more than speed.,Return to the starting position with control. Reset your position if needed before the next rep.,
Complete,Shrimp Squats ,,https://vimeo.com/767846169,Completed,Completed,DANNY,,Strength,Repetitions,None,None,"Hamstrings, Gluteus Maximus, Quadriceps","Lower Body, Mobility , Strength, Hamstrings, Glutes, Quads, Ankles","A strength exercise targeting the hamstrings, glutes, quads.","Set up for Shrimp Squats with proper form. Ensure your grip, stance, and alignment are correct before starting.",Execute the movement through a full range of motion with control. Focus on the target muscles and avoid compensating with momentum.,Return to the starting position under control. Do not rush the eccentric (lowering) phase.,
Complete,Side Body Stretch,,https://vimeo.com/776002730,Completed,Completed,DANNY,,Stretching,Duration,None,None,Erector Spinae,"Full Body, Mobility, Flexibility, Stretch, Spine","A stretching exercise targeting the stretch, spine, improving flexibility and range of motion through controlled movement.",Get into the starting position for Side Body Stretch. Ensure your body is properly aligned before beginning the stretch.,Move into the stretch slowly and with control. Breathe deeply and allow the muscles to release. Do not bounce or force the range.,Hold the end position for the prescribed duration. Release slowly and repeat on the other side if applicable.,
Complete,Side Extensions,,https://vimeo.com/768737226,Completed,Completed,DANNY,,Mobility,Repetitions,None,None,"Obliques, Abdominals","Upper Body, Mobility, Strength, Obliques, Core","A mobility exercise targeting the obliques, core, building controlled range of motion and joint health.",Set up in the starting position for Side Extensions. Ensure proper alignment and brace your core lightly.,"Move through the full range of motion with control. Focus on owning every part of the movement, not just the end range.",Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
Complete,Side Lying Dumbbell External Rotations ,,https://vimeo.com/765466600/21671bc299,Completed,Completed,DANNY,,Mobility,Repetitions,Per Side,Dumbbells,"Deltoids, Rotator Cuff","Upper Body, Mobility , Shoulder, External Rotation ","A mobility exercise targeting the shoulder, external rotation, building controlled range of motion and joint health.",Set up in the starting position for Side Lying Dumbbell External Rotations. Ensure proper alignment and brace your core lightly.,"Move through the full range of motion with control. Focus on owning every part of the movement, not just the end range.",Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
Complete,Side Lying Sleeper Negatives Weighted ,,https://vimeo.com/765466617/de11309bcb,Completed,Completed,DANNY,,Mobility,Repetitions,Per Side,None,"Deltoids, Rotator Cuff","Upper Body, Mobility , Shoulder, Internal Rotation ","A mobility exercise targeting the shoulder, internal rotation, building controlled range of motion and joint health.",Set up in the starting position for Side Lying Sleeper Negatives Weighted. Ensure proper alignment and brace your core lightly.,"Move through the full range of motion with control. Focus on owning every part of the movement, not just the end range.",Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
Complete,Side Lying Sleeper Stretch ,,https://vimeo.com/765466640/a56035aab3,Completed,Completed,DANNY,,Stretching,Duration,Per Side,None,"Deltoids, Rotator Cuff","Upper Body, Mobility , Shoulder, Internal Rotation ","A stretching exercise targeting the shoulder, internal rotation, improving flexibility and range of motion through controlled movement.",Get into the starting position for Side Lying Sleeper Stretch. Ensure your body is properly aligned before beginning the stretch.,Move into the stretch slowly and with control. Breathe deeply and allow the muscles to release. Do not bounce or force the range.,Hold the end position for the prescribed duration. Release slowly and repeat on the other side if applicable.,
Complete,Side Over Arch ,,https://vimeo.com/765466673/46210447a9,Completed,Completed,DANNY,,Mobility,Repetitions,None,None,Abdominals,"Upper Body, Mobility , Core, Side Flexion","A mobility exercise targeting the core, side flexion, building controlled range of motion and joint health.",Set up in the starting position for Side Over Arch. Ensure proper alignment and brace your core lightly.,"Move through the full range of motion with control. Focus on owning every part of the movement, not just the end range.",Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
Complete,Side Pancake Reps,,https://vimeo.com/768739966,Completed,Completed,DANNY,,Mobility,Repetitions,None,None,"Hamstrings, Hip Adductors, Obliques","Lower Body, Mobility , Strength, Hamstrings, Adductors, Obliques, QL, Spine,Hips","A mobility exercise targeting the hamstrings, adductors, obliques, building controlled range of motion and joint health.",Set up in the starting position for Side Pancake Reps. Ensure proper alignment and brace your core lightly.,"Move through the full range of motion with control. Focus on owning every part of the movement, not just the end range.",Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
Complete,Side Plank ,,https://vimeo.com/767342869,Completed,Completed,DANNY,,Mobility,Duration,Per Side,None,"Deltoids, Obliques, Abdominals","Upper Body, Mobility , Shoulder, Obliques, Core","A mobility exercise targeting the shoulder, obliques, core, building controlled range of motion and joint health.",Set up in the starting position for Side Plank. Ensure proper alignment and brace your core lightly.,"Move through the full range of motion with control. Focus on owning every part of the movement, not just the end range.",Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
Complete,Side Step Overs,,https://vimeo.com/781362447,Completed,Completed,DANNY,,Mobility,Repetitions,None,Step,"Hamstrings, Hip Flexors, Gluteus Maximus","Lower Body, Mobility,  Hamstrings, Strength, Legs , Hips , Glutes, Strength","A mobility exercise targeting the hamstrings, legs, hips, building controlled range of motion and joint health.",Set up in the starting position for Side Step Overs. Ensure proper alignment and brace your core lightly.,"Move through the full range of motion with control. Focus on owning every part of the movement, not just the end range.",Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
Complete,Single Arm Front Raise with Dumbbells,,https://vimeo.com/781364408,Completed,Completed,DANNY,,Strength,Repetitions with Weight,Per Side,Dumbbells,Deltoids,"Upper Body, Strength, Shoulders, Rehab, Mobility ","A dumbbells-based strength exercise targeting the shoulders, rehab.","Set up for Single Arm Front Raise with Dumbbells with proper form. Ensure your grip, stance, and alignment are correct before starting.",Execute the movement through a full range of motion with control. Focus on the target muscles and avoid compensating with momentum.,Return to the starting position under control. Do not rush the eccentric (lowering) phase.,
Complete,Single Arm Lateral Raises on Cables ,,https://vimeo.com/781362619,Completed,Completed,DANNY,,Strength,Repetitions with Weight,Per Side,Cable Machine,Deltoids,"Upper Body, Strength, Shoulders, Rehab, Mobility ","A cable machine-based strength exercise targeting the shoulders, rehab.","Set up for Single Arm Lateral Raises on Cables with proper form. Ensure your grip, stance, and alignment are correct before starting.",Execute the movement through a full range of motion with control. Focus on the target muscles and avoid compensating with momentum.,Return to the starting position under control. Do not rush the eccentric (lowering) phase.,
Complete,Single Arm Shoulder Flexion ,,https://vimeo.com/765466693/ab8c46656c,Completed,Completed,DANNY,,Mobility,Repetitions,Per Side,None,Deltoids,"Upper Body, Mobility , Shoulder, Flexion","A mobility exercise targeting the shoulder, flexion, building controlled range of motion and joint health.",Set up in the starting position for Single Arm Shoulder Flexion. Ensure proper alignment and brace your core lightly.,"Move through the full range of motion with control. Focus on owning every part of the movement, not just the end range.",Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
Complete,Single Arm Shoulder Rotations Banded ,,https://vimeo.com/765466725/c90cfe9e39,Completed,Completed,DANNY,,Mobility,Repetitions,Per Side,Resistance Band,Deltoids,"Upper Body, Mobility , Shoulder, Rotation","A mobility exercise targeting the shoulder, rotation, building controlled range of motion and joint health.",Set up in the starting position for Single Arm Shoulder Rotations Banded. Ensure proper alignment and brace your core lightly.,"Move through the full range of motion with control. Focus on owning every part of the movement, not just the end range.",Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
Complete,Single Arm Snatch ,,https://vimeo.com/781362553,Completed,Completed,DANNY,,Strength,Repetitions,Per Side,None,"Deltoids, Abdominals","Upper Body, Strength, Conditioning, Shoulders, Core, Cardio ","A strength exercise targeting the shoulders, core, cardio.","Set up for Single Arm Snatch with proper form. Ensure your grip, stance, and alignment are correct before starting.",Execute the movement through a full range of motion with control. Focus on the target muscles and avoid compensating with momentum.,Return to the starting position under control. Do not rush the eccentric (lowering) phase.,
Complete,Single Leg Calf Raises ,,https://vimeo.com/769830060,Completed,Completed,DANNY,,Strength,Repetitions,Per Leg,None,"Gastrocnemius, Tibialis Anterior","Lower Body, Mobility, Ankles, Feet, Rehab, Strength, Calf","A strength exercise targeting the ankles, feet, rehab.","Set up for Single Leg Calf Raises with proper form. Ensure your grip, stance, and alignment are correct before starting.",Execute the movement through a full range of motion with control. Focus on the target muscles and avoid compensating with momentum.,Return to the starting position under control. Do not rush the eccentric (lowering) phase.,
Complete,Single Leg Calf Stretch,,https://vimeo.com/769821593,Completed,Completed,DANNY,,Stretching,Duration,Per Leg,None,Tibialis Anterior,"Lower Body, Mobility, Ankles, Feet, Rehab, Calf, Stretch","A stretching exercise targeting the ankles, feet, rehab, improving flexibility and range of motion through controlled movement.",Get into the starting position for Single Leg Calf Stretch. Ensure your body is properly aligned before beginning the stretch.,Move into the stretch slowly and with control. Breathe deeply and allow the muscles to release. Do not bounce or force the range.,Hold the end position for the prescribed duration. Release slowly and repeat on the other side if applicable.,
Complete,Single Leg Deadlift ,,https://vimeo.com/969462827,Completed,Completed,DANNY,,Strength,Repetitions,Per Leg,None,"Hamstrings, Hip Flexors","Lower Body, Mobility,  Hamstrings, Strength, Legs , Hips ","A strength exercise targeting the hamstrings, legs, hips.","Set up for Single Leg Deadlift with proper form. Ensure your grip, stance, and alignment are correct before starting.",Execute the movement through a full range of motion with control. Focus on the target muscles and avoid compensating with momentum.,Return to the starting position under control. Do not rush the eccentric (lowering) phase.,
Complete,Single Leg Hop ,,https://vimeo.com/781362679,Completed,Completed,DANNY,,Strength,Repetitions,Per Leg,None,Quadriceps,"Lower Body, Conditioning, Strength, Rehab, Plyometrics, Legs ","A strength exercise targeting the rehab, plyometrics, legs.","Set up for Single Leg Hop with proper form. Ensure your grip, stance, and alignment are correct before starting.",Execute the movement through a full range of motion with control. Focus on the target muscles and avoid compensating with momentum.,Return to the starting position under control. Do not rush the eccentric (lowering) phase.,
Complete,Single Leg Sissy Squat ,,https://vimeo.com/779996743,Completed,Completed,DANNY,,Strength,Repetitions,Per Leg,None,"Hamstrings, Hip Flexors, Quadriceps","Lower Body, Mobility,  Hamstrings, Strength, Legs , Hips , Quads","A strength exercise targeting the hamstrings, legs, hips.","Set up for Single Leg Sissy Squat with proper form. Ensure your grip, stance, and alignment are correct before starting.",Execute the movement through a full range of motion with control. Focus on the target muscles and avoid compensating with momentum.,Return to the starting position under control. Do not rush the eccentric (lowering) phase.,
Complete,Single Leg Tib Raises - Banded ,,https://vimeo.com/manage/videos/413780834/8a5b9fa925,Completed,Completed,DANNY,,Strength,Repetitions,Per Leg,Resistance Band,Tibialis Anterior,"Lower Body, Ankles, Ant Tib, Foot, Mobility, Flexibility, Stability","A resistance band-based strength exercise targeting the ankles, ant tib, foot.","Set up for Single Leg Tib Raises - Banded with proper form. Ensure your grip, stance, and alignment are correct before starting.",Execute the movement through a full range of motion with control. Focus on the target muscles and avoid compensating with momentum.,Return to the starting position under control. Do not rush the eccentric (lowering) phase.,
Complete,Sissy squat,,https://vimeo.com/969470279,Completed,Completed,DANNY,,Strength,Repetitions,None,None,"Hip Flexors, Quadriceps","Lower Body, Mobility, Strength, Legs , Hips , Quads","A strength exercise targeting the legs, hips, quads.","Set up for Sissy squat with proper form. Ensure your grip, stance, and alignment are correct before starting.",Execute the movement through a full range of motion with control. Focus on the target muscles and avoid compensating with momentum.,Return to the starting position under control. Do not rush the eccentric (lowering) phase.,
